nombre,tipo,sku,codigo_barras,descripcion,stock_actual,stock_minimo,costo_unitario,sala,categoria
CONTENIDO HEMATICO (AGUA CON COLORANTE),insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
DRENAJE AQUASEAL,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
DRENAJE JACKSON PRATT,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
KIT DE CURACIÓN,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS (SB-018),Medico quirurgico
"APOSITO BIOACTIVO , HIDROGEL",insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS (SB-018),Medico quirurgico
APOSITO ESPUMA HIDROFILICA,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS (SB-018),Medico quirurgico
VENDA ELASTOMULL,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS (SB-018),Medico quirurgico
DRENAJE PENROSE,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
DRENAJE T,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
DRENAJE SARATOGA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
BOLSA DE OSTOMIA,insumo,,,Cant. por taller: 2.0 | Semana: SEMANA 10 ,2.0,,,TENS (SB-018),Medico quirurgico
PLACA BOLSA DE OSTOMIA,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS (SB-018),Medico quirurgico
PLANTILLA CIRCULAR PARA MEDIR ESTOMA,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS (SB-018),Medico quirurgico
POLVO DE CARALLA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
CAVILON,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
PASTA LASSAR,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS (SB-018),Medico quirurgico
SEMANA  11 EVALUACIÓN TALLERES PREVIOS,insumo,,,Cant. por taller:  | Semana: ,,,,TENS (SB-018),Medico quirurgico
COMPRESA ESTERIL,insumo,,,"Cant. por taller: 5.0 | Semana: SEMANA 12 , 13 Y 14",5.0,,,TENS (SB-018),Medico quirurgico
ROPA DE CIRCULACIÓN DE PABELLÓN,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS (SB-018),Medico quirurgico
PAQUETE DE ROPA ESTERIL  (DELANTAL QUIRURGICO Y PAÑO DE CAMPO),insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
COFIA,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
HOJA DE ANESTESIA,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
CUBRE CALZADO,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
FICHA DE INGRESO DE ENFERNERIA,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
FICHA DIARIA DE PACIENTE,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS (SB-018),Medico quirurgico
SEMANA  15 EVALUACIÓN TALLERES PREVIOS,insumo,,,Cant. por taller:  | Semana: ,,,,TENS (SB-018),Medico quirurgico
