email_docente,codigo_asignatura,seccion,semestre,sala,dia_semana,hora_inicio,hora_fin
,MQ,N°14,2026-2,SB-14,,,
,MQ,N°18,2026-2,SB-016,,,
,MQ,N°19,2026-2,SB-18,,,
,MQ,N°7,2026-2,SB-16,,,
,MQ,N°9,2026-2,SB-018,,,
,MQ,N°25,2026-2,SB-16,,,
,MQ,N°13,2026-2,SB-018,,,
,MQ,N°19,2026-2,SB-018,,,
,MQ,N°12,2026-2,SB-018,,,
,MQ,N°13,2026-2,SB-018,,,
,MQ,N°23,2026-2,SB-016,,,
,MQ,N°5,2026-2,SB-016,,,
,MQ,N°25,2026-2,SB-16,,,
,MQ,N°18,2026-2,SB-016,,,
,MQ,N°25,2026-2,SB-16,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,25V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,23V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,25V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,23V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,25V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,23V,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC -020,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 017,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC-020,,,
,MATERNO,SECCI,2026-2,SB-021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,CSC - 020,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,CSC-021,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,SB-001,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,MATERNO,SECCI,2026-2,CSC -021,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-O18,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-016,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-021,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,FARMACOS,SECCI,2026-2,SB-018,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,SB-017,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,SB-017,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,SB-017,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,CSC-020,,,
,PROMOCION,SECCI,2026-2,SB-017,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,PROMOCION,SECCI,2026-2,SB-016,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,HABILIDADES,SECCI,2026-2,SB-017,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
,PRIMAUX,SECCI,2026-2,SB-014,,,
