email_docente,codigo_asignatura,seccion,semestre,sala,dia_semana,hora_inicio,hora_fin
,ANATOMIA,25.0,2026-1,SB-09,,,
,ROLDELTENS,025,2026-1,SB 019,,,
,ROLDELTENS,023,2026-1,SB 019,,,
,ROLDELTENS,022,2026-1,SB 019,,,
,ROLDELTENS,024,2026-1,SB 019,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,BIOSEGURIDAD,024V,2026-1,SB-017,,,
,BIOSEGURIDAD,022V,2026-1,SB-017,,,
,BIOSEGURIDAD,023V,2026-1,SB-017,,,
,BIOSEGURIDAD,025V,2026-1,SB-017,,,
,URGENCIAS,21.0,2026-1,SB 017,,,
,URGENCIAS,19.0,2026-1,SB 019,,,
,URGENCIAS,20.0,2026-1,SB 017,,,
,MANEJODEEQUIPOS,20.0,2026-1,SB 017,,,
,MANEJODEEQUIPOS,19.0,2026-1,SB 017,,,
,MANEJODEEQUIPOS,21.0,2026-1,SB 018,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,2.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,4.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,3.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,5.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,7.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,8.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,9.0,2026-1,SB-007,,,
,MANEJODEEQUIPOS,10.0,2026-1,SB-007,,,
,ANATOMIA,2.0,2026-1,SB-010,,,
,ANATOMIA,3.0,2026-1,SB-010,,,
,ANATOMIA,SECCI,2026-1,Sala,,,
,ANATOMIA,4.0,2026-1,SB-016,,,
,ANATOMIA,5.0,2026-1,SB-016,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,2.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,3.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,SECCI,2026-1,Sala,,,
,ODONTOLOGIARESTAURADORA,7.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,SECCI,2026-1,Sala,,,
,ODONTOLOGIARESTAURADORA,6.0,2026-1,SB-007,,,
,ODONTOLOGIARESTAURADORA,SECCI,2026-1,Sala,,,
,ODONTOLOGIARESTAURADORA,8.0,2026-1,SB-007,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,006D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,007D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,008D,2026-1,SB-08,,,
,CIRUGIA,SECCI,2026-1,Sala,,,
,CIRUGIA,002D,2026-1,SB-08,,,
,CIRUGIA,003D,2026-1,SB-08,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,2.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,ENDODONCIA,3.0,2026-1,,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
,RX,008D,2026-1,SB-07,,,
