nombre,tipo,sku,codigo_barras,descripcion,stock_actual,stock_minimo,costo_unitario,sala,categoria
AMBU,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LARINGOSCOPIO KIT,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SONDA ASPIRACION N 12 Y 14,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FIJADOR DE TUBO,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
DEA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TEGADERM PARA VVP,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
SUERO 500 CC,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
BAJADA DE SUERO,insumo,,,Cant. por taller: 3.0 | Semana: ,3.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
RED DE GASES CLINICOS,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
VVP DISTINTOS LUMENS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TUBO ENDOTRAQUEAL,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MOTOR DE ASPIRACION,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
JERINGAS DE 10 CC,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PIZARRA CON PLUMON,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CARRO DE PARO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
LIGAS,insumo,,,Cant. por taller: 5.0 | Semana: ,5.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TAPAS ROJAS,insumo,,,Cant. por taller: 10.0 | Semana: ,10.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAPNOGRAFO,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MANTA TERMICA,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
TELA MICROPORE,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CANULA YANCAUER,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
RIÑON,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CAJA CORTOPUNZANTE,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
OBSERVACIONES:,insumo,,,Cant. por taller:  | Semana: ,,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
FANTOMAS VESTIDO IDEALMENTE CON CAMISA,insumo,,,Cant. por taller:  | Semana: ,,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
CENEFAS FUNCIONALES,insumo,,,Cant. por taller:  | Semana: ,,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
MONITORES FUNCIONALES,insumo,,,Cant. por taller:  | Semana: ,,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PREPARACIÓN CONSIDERANDO MONITORIZACIÓN CON ELECTRODOS,insumo,,,Cant. por taller:  | Semana: ,,,,TENS,CUIDADOS DE ENFERMERIA EN URGENCIAS
PAÑAL GENERO,insumo,,,Cant. por taller: 2.0 | Semana: 3 A 5,2.0,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
BALANZA PEDIATRICA,implemento,,,Cant. por semestre:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
ROPA RECIEN NACIDO,insumo,,,Cant. por taller: 1.0 | Semana: 3 A 5,1.0,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
CUNA,implemento,,,Cant. por semestre:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
PAÑAL DESECHABLE,insumo,,,Cant. por taller: 2.0 | Semana: 3 A 5,2.0,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
HUINCHA METRICA FLEXIBLE,implemento,,,Cant. por semestre:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
TORULA DE ALGODÓN,insumo,,,Cant. por taller: 10.0 | Semana: 3 A 5,10.0,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
CARTABÓN,implemento,,,Cant. por semestre:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
ALCOHOL 70%,insumo,,,Cant. por taller: 1.0 | Semana: 3 A 5,1.0,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
FANTOMA RECIEN NACIDO,implemento,,,Cant. por semestre:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
TABLAS ANTROPOMETRICAS,insumo,,,Cant. por taller:  | Semana: 3 A 5,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL NIÑO SANO / ANTROPOMETRIA
PAPEL ABSORVBENTE,insumo,,,Cant. por taller: 1 ROLLO | Semana: 5 A 6,1 ROLLO,,,TENS,CONTROL ADOLESCENTE
BALANZA ADULTO C/ TALLIMETRO,implemento,,,Cant. por semestre:  | Semana: 5 A 6,,,,TENS,CONTROL ADOLESCENTE
TORULAS ALGODÓN,insumo,,,Cant. por taller: 1 BOLSA | Semana: 5 A 6,1 BOLSA,,,TENS,CONTROL ADOLESCENTE
BIOMBO,implemento,,,Cant. por semestre:  | Semana: 5 A 6,,,,TENS,CONTROL ADOLESCENTE
ALCOHOL 70%,insumo,,,Cant. por taller: 1.0 | Semana: 5 A 6,1.0,,,TENS,CONTROL ADOLESCENTE
TABLA SNELLEN,implemento,,,Cant. por semestre:  | Semana: 5 A 6,,,,TENS,CONTROL ADOLESCENTE
HARINA,insumo,,,Cant. por taller: 1 PAQUETE | Semana: 5 A 6,1 PAQUETE,,,TENS,CONTROL ADOLESCENTE
HUINCHA METRICA FLEXIBLE,implemento,,,Cant. por semestre:  | Semana: 5 A 6,,,,TENS,CONTROL ADOLESCENTE
FICHA CLAP,insumo,,,Cant. por taller: 12.0 | Semana: 5 A 6,12.0,,,TENS,CONTROL ADOLESCENTE
CARTULINA NEGRA,insumo,,,Cant. por taller: 4.0 | Semana: 5 A 6,4.0,,,TENS,CONTROL ADOLESCENTE
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,CONTROL ADOLESCENTE
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL ADOLESCENTE
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,CONTROL ADOLESCENTE
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL ADOLESCENTE
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,CONTROL ADOLESCENTE
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,CONTROL ADOLESCENTE
TORULAS ALGODÓN,insumo,,,Cant. por taller: 1 PAQUETE | Semana: 7 A 9,1 PAQUETE,,,TENS,VACUNAS Y CADENA DE FRIO
COOLER TRANSPORTE,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
JERINGA 3 ML,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
UNIDADES REFRIGERANTES,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
AMPOLLA AGUA BIDESTILADA,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
REA AMARILLO,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
AMPOLLA SUERO C/ NOMBRE VACUNA,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
BANDEJAS,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
BOLSA DE DESECHOS,insumo,,,Cant. por taller: 1 ROLLO | Semana: 7 A 9,1 ROLLO,,,TENS,VACUNAS Y CADENA DE FRIO
RIÑONES,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
GUANTES DESECHABLES TALLA S,insumo,,,Cant. por taller: 1 CAJA | Semana: 7 A 9,1 CAJA,,,TENS,VACUNAS Y CADENA DE FRIO
REFRIGERADOR C/TERMOMETRO  MAX Y MIN,implemento,,,Cant. por semestre:  | Semana: 7 A 9,,,,TENS,VACUNAS Y CADENA DE FRIO
GUANTES DESECHABLES TALLA M,insumo,,,Cant. por taller: 1 CAJA | Semana: 7 A 9,1 CAJA,,,TENS,VACUNAS Y CADENA DE FRIO
GUANTES DESECHABLES TALLA L,insumo,,,Cant. por taller: 1 CAJA | Semana: 7 A 9,1 CAJA,,,TENS,VACUNAS Y CADENA DE FRIO
PARCHE CURITA CIRCULAR,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
CAJA CORTOPUNZANTE C/ PINZA KELLY,insumo,,,Cant. por taller: 1.0 | Semana: 7 A 9,1.0,,,TENS,VACUNAS Y CADENA DE FRIO
AGUJAS 23 G,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
FRASCO ALCOHOL,insumo,,,Cant. por taller: 1.0 | Semana: 7 A 9,1.0,,,TENS,VACUNAS Y CADENA DE FRIO
TELA ADHESIVA MICROPORE,insumo,,,Cant. por taller: 1.0 | Semana: 7 A 9,1.0,,,TENS,VACUNAS Y CADENA DE FRIO
JERINGA TUBERCULINA,insumo,,,Cant. por taller: 15.0 | Semana: 7 A 9,15.0,,,TENS,VACUNAS Y CADENA DE FRIO
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,VACUNAS Y CADENA DE FRIO
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,VACUNAS Y CADENA DE FRIO
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,VACUNAS Y CADENA DE FRIO
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,VACUNAS Y CADENA DE FRIO
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,VACUNAS Y CADENA DE FRIO
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,VACUNAS Y CADENA DE FRIO
TELA ADHESIVA DE SEDA,insumo,,,Cant. por taller: 1.0 | Semana: 8 A 11,1.0,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
VASO,implemento,,,Cant. por semestre:  | Semana: 8 A 11,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
SONDA NASOGASTRICA,insumo,,,Cant. por taller: 5.0 | Semana: 8 A 11,5.0,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
RIÑON,implemento,,,Cant. por semestre:  | Semana: 8 A 11,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
JERINGA PIVOTE,insumo,,,Cant. por taller: 6.0 | Semana: 8 A 11,6.0,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
MORTERO,implemento,,,Cant. por semestre:  | Semana: 8 A 11,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
MEDICAMENTOS ORALES,insumo,,,Cant. por taller: 20.0 | Semana: 8 A 11,20.0,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
TARJETERO MEDICAMENTOS,insumo,,,Cant. por taller: 2.0 | Semana: 8 A 11,2.0,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
GUANTES PROCEDIMIENTOS S,insumo,,,Cant. por taller: 1 CAJA | Semana: 8 A 11,1 CAJA,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
GUANTES PROCEDIMIENTOS M,insumo,,,Cant. por taller: 1 CAJA | Semana: 8 A 11,1 CAJA,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
GUANTES PROCEDIMIENTOS L,insumo,,,Cant. por taller: 1 CAJA  | Semana: 8 A 11,1 CAJA ,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,ALIMENTACIÓN POR SNG / ADMINISTRACIÓN MEDICAMENTOS SNG
RECOLECTOR ORINA PEDIATRICO,insumo,,,Cant. por taller: 1 CAJA | Semana: 11 A 15,1 CAJA,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
CUNA,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
CALYBLAIR,insumo,,,Cant. por taller: 12.0 | Semana: 11 A 15,12.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
CAMA,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
GUANTES PROCEDIMIENTOS S,insumo,,,Cant. por taller: 1 CAJA | Semana: 11 A 15,1 CAJA,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
FANTOMA PEDIATRICO,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
GUANTES PROCEDIMIENTOS M,insumo,,,Cant. por taller: 1 CAJA | Semana: 11 A 15,1 CAJA,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
FANTOMA LACTANTE,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
GUANTES PROCEDIMIENTOS L,insumo,,,Cant. por taller: 1 CAJA | Semana: 11 A 15,1 CAJA,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
EQUIPO DE IFI,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
PALETA DE MADERA,insumo,,,Cant. por taller: 1.0 | Semana: 11 A 15,1.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
SONDA ASPIRACION,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
PAPEL ABSORBENTE,insumo,,,Cant. por taller: 1 ROLLO | Semana: 11 A 15,1 ROLLO,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
MOTOR DE ASPIRACION,implemento,,,Cant. por semestre:  | Semana: 11 A 15,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
PECHERA DESECHABLE,insumo,,,Cant. por taller: 12.0 | Semana: 11 A 15,12.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
MASCARILLAS,insumo,,,Cant. por taller:  1 CAJA | Semana: 11 A 15, 1 CAJA,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
ANTIPARRAS,insumo,,,Cant. por taller: 2.0 | Semana: 11 A 15,2.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
STUART,insumo,,,Cant. por taller: 12.0 | Semana: 11 A 15,12.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
SIMULADOR DEPOSICIONES,insumo,,,Cant. por taller: 1.0 | Semana: 11 A 15,1.0,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,TOMA DE MUESTRAS ORINA/DEPOSICIONES Y VÍA AEREA
MASCARILLA VENTURI PEDIATRICA,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
FLUJOMETRO,implemento,,,Cant. por semestre:  | Semana: 13 A 16,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
MASCARILLA NO RECIRCULACION,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
SATUROMETRO,implemento,,,Cant. por semestre:  | Semana: 13 A 16,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
MASCARILLA SIMPLE,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
CENEFA DE GASES,implemento,,,Cant. por semestre:  | Semana: 13 A 16,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
NARICERA NEONATAL,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
RIÑON,implemento,,,Cant. por semestre:  | Semana: 13 A 16,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
NARICERA PEDIATRICA,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
MASCARILLA + NEBULIZADOR,insumo,,,Cant. por taller: 2.0 | Semana: 13 A 16,2.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
SILICONAS,insumo,,,Cant. por taller: 4.0 | Semana: 13 A 16,4.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
NIPPLE,insumo,,,Cant. por taller: 4.0 | Semana: 13 A 16,4.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
VASO HUMIDIFICADOR,insumo,,,Cant. por taller: 4.0 | Semana: 13 A 16,4.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
AGUA BIDESTILADA,insumo,,,Cant. por taller: 4.0 | Semana: 13 A 16,4.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
JERINGA 5 ML,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
AGUJA 23 G,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
ALCOHOL PAD,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
GUANTES PROCEDIMIENTOS TALLA S,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
GUANTES PROCEDIMIENTOS TALLA M,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
GUANTES PROCEDIMIENTOS TALLA L,insumo,,,Cant. por taller: 1 CAJA | Semana: 13 A 16,1 CAJA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
AMPOLLA SF 0.9% 5-10 ML,insumo,,,Cant. por taller: 10.0 | Semana: 13 A 16,10.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
TORULAS DE ALGODÓN,insumo,,,Cant. por taller: 1 BOLSA | Semana: 13 A 16,1 BOLSA,,,TENS,OXIGENOTERAPIA/NEBULIZACION
BOLSAS DE DESECHO,insumo,,,Cant. por taller: 1 ROLLO | Semana: 13 A 16,1 ROLLO,,,TENS,OXIGENOTERAPIA/NEBULIZACION
FRASCOS BERODUAL,insumo,,,Cant. por taller: 1.0 | Semana: 13 A 16,1.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
FRASCO SALBUTAMOL,insumo,,,Cant. por taller: 1.0 | Semana: 13 A 16,1.0,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Carrera:,insumo,,,Cant. por taller: TECNICO EN ENFERMERIA  | Semana: ,TECNICO EN ENFERMERIA ,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Carrera:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Nombre taller :,insumo,,,Cant. por taller: CONTROL NIÑO SANO / ANTROPOMETRIA  | Semana: ,CONTROL NIÑO SANO / ANTROPOMETRIA ,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Nombre taller :,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Sigla asignatura:,insumo,,,Cant. por taller: CES3111 | Semana: ,CES3111,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Sigla asignatura:,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,OXIGENOTERAPIA/NEBULIZACION
Cajas guantes procedimiento (S-M-L),insumo,,,Cant. por taller: 1.0 | Semana: Semana 2,1.0,,,TENS,Técnicas básicas
Podómetro,implemento,,,Cant. por semestre:  | Semana: Semana 2,,,,TENS,Técnicas básicas
Pañal tela,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Balanza pediátrica análoga,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Camas,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Balanza pediátrica digital,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Cinta métrica,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Fantoma lactante menor,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Curvas Antropométricas OMS,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Pizarra con plumones,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Balanza adulta con tallímetro,implemento,,,Cant. por semestre:  | Semana: Semana 3,,,,TENS,Técnicas básicas
Cintas métricas,insumo,,,Cant. por taller: 2.0 | Semana: ,2.0,,,TENS,Técnicas básicas
Biombos,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Toalla nova,insumo,,,Cant. por taller: 1.0 | Semana: ,1.0,,,TENS,Técnicas básicas
Esfingomanómetro de mercurio,implemento,,,Cant. por semestre:  | Semana: Semana 4 y 5,,,,TENS,Técnicas básicas
Esfingomanómetro de reloj,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Esfingomanómetro digital,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Saturómetro,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Cinta métrica,insumo,,,Cant. por taller: 4.0 | Semana: ,4.0,,,TENS,Técnicas básicas
Estetoscopio,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Termómetros,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
Balanza adulto con tallímetro,implemento,,,Cant. por semestre:  | Semana: ,,,,TENS,Técnicas básicas
